arm,tool,target,label_rule,query_acc,term_id,true_start,true_end,best_qstart,best_qend,best_target_acc,best_tstart,best_tend,best_t_feat_start,best_t_feat_end,best_rank_score,best_iou,best_inside,best_cover,n_overlapping_calls,n_overlapping_targets,any_inside_half,landed,n_landed_targets,land_qstart,land_qend,land_target_acc,land_tstart,land_tend,land_t_feat_start,land_t_feat_end,land_rank_score,land_iou,land_inside,land_cover,rank_by,chosen_arm,own_arm,n_choose_regions,tool_label,query_half,term_half,term_name,length,mean_plddt_region,disorder_fraction_region,has_model,protein_length,gene,kd_landed,placement_p,case_rank,n_drawn,random_query_p,passes,km_iou,km_arm,category,confident,n_hits
reseek,reseek,disprot,same_term,Q13625,GO:0005515,483,692,505,736,Q61337,3,170,0,204,0.036,0.7391304347826086,0.8095238095238095,0.8947368421052632,141,102,true,true,1,505,736,Q61337,3,170,0,204,0.036,0.7391304347826086,0.8095238095238095,0.8947368421052632,score,,,,Reseek,report,report,protein binding,209,35.06693779904306,1.0,true,1128,TP53BP2,false,0.07906458797327394,203,52,0.7169811320754716,false,0.3014354066985646,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,232
reseek,reseek,disprot,same_term,P31321,IDPO:0000033,58,81,0,80,P63159,0,212,72,99,0.2917,0.2716049382716049,0.275,0.9565217391304348,79,71,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,flexible linker,23,64.65,0.6956521739130435,true,381,PRKAR1B,false,,,,,false,0.7916666666666666,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,507
reseek,reseek,disprot,same_term,P04156,GO:0060090,22,124,16,122,O43070,342,538,476,526,0.2356,0.9259259259259259,0.9433962264150944,0.9803921568627451,50,42,true,true,4,16,122,O43070,342,538,476,526,0.2356,0.9259259259259259,0.9433962264150944,0.9803921568627451,score,,,,Reseek,report,choose,molecular adaptor activity,102,40.65196078431372,1.0,true,253,PRNP,false,0.2635135135135135,241,54,0.2,false,0.6851851851851852,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,507
reseek,reseek,disprot,same_term,Q01970,GO:0140677,882,933,476,1153,P04925,19,254,92,109,0.2724,0.07533234859675036,0.07533234859675036,1.0,7,5,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,choose,molecular function activator activity,51,34.169411764705885,1.0,true,1234,PLCB3,false,,,,,false,0.7647058823529411,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,347
reseek,reseek,disprot,same_term,Q13316,GO:0005509,217,513,17,510,A2VD23,21,609,0,613,0.1087,0.5907258064516129,0.5943204868154158,0.9898648648648649,4,4,true,false,0,,,,,,,,,,,,score,,,,Reseek,report,choose,calcium ion binding,296,46.08885135135135,1.0,true,513,DMP1,false,,,,,false,0.48986486486486486,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,371
reseek,reseek,disprot,same_term,Q15109,GO:0060090,363,404,350,404,F1RAX4,558,670,584,591,0.1416,0.7592592592592593,0.7592592592592593,1.0,44,35,true,true,1,361,394,P73124,0,37,0,65,0.1615,0.7209302325581395,0.9393939393939394,0.7560975609756098,score,,,,Reseek,report,choose,molecular adaptor activity,41,61.53365853658537,1.0,true,404,AGER,false,0.04032258064516129,281,104,0.49523809523809526,false,0.975609756097561,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,402
reseek,reseek,disprot,same_term,Q9NQI0,GO:0140693,0,236,0,271,Q02199,0,283,0,260,0.4036,0.8708487084870848,0.8708487084870848,1.0,9,9,true,true,1,0,271,Q02199,0,283,0,260,0.4036,0.8708487084870848,0.8708487084870848,1.0,score,,,,Reseek,report,choose,molecular condensate scaffold activity,236,35.59546610169492,1.0,true,724,DDX4,false,0.04405286343612335,193,102,0.06796116504854369,false,0.6638655462184874,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,410
reseek,reseek,disprot,same_term,P38398,GO:0005515,174,303,34,358,P35585,69,420,217,231,0.0003,0.39814814814814814,0.39814814814814814,1.0,69,43,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,129,31.206356589147287,1.0,true,1863,BRCA1,false,,,,,false,0.5038759689922481,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,75
reseek,reseek,disprot,same_term,P28300,GO:0005515,21,168,23,162,Q9JJW6,32,201,18,53,0.3808,0.9455782312925171,1.0,0.9455782312925171,212,153,true,true,41,23,162,Q9JJW6,32,201,28,41,0.3808,0.9455782312925171,1.0,0.9455782312925171,score,,,,Reseek,report,report,protein binding,147,43.519387755102045,1.0,true,417,LOX,false,0.20430107526881722,101,108,0.24770642201834864,false,0.3741496598639456,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,481
reseek,reseek,disprot,same_term,Q13625,GO:0005515,692,918,688,913,Q6MRH6,24,98,0,101,0.0095,0.9608695652173913,0.9822222222222222,0.9778761061946902,163,112,true,true,4,688,913,Q6MRH6,24,98,0,101,0.0095,0.9608695652173913,0.9822222222222222,0.9778761061946902,score,,,,Reseek,report,report,protein binding,226,41.467566371681414,1.0,true,1128,TP53BP2,false,0.10176991150442478,590,52,0.9811320754716981,false,0.3141592920353982,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,307
reseek,reseek,disprot,same_term,P38398,GO:0005515,432,511,372,475,Q86FP8,3,76,19,80,0.0002,0.30935251798561153,0.4174757281553398,0.5443037974683544,75,48,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,79,30.053670886075945,1.0,true,1863,BRCA1,false,,,,,false,0.7439024390243902,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,89
reseek,reseek,disprot,same_term,Q49AN0,GO:0005515,489,593,489,593,Q7YUB9,26,86,0,86,0.3943,1.0,1.0,1.0,146,110,true,true,32,489,593,Q7YUB9,26,86,0,86,0.3943,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,104,45.70701923076923,0.6923076923076923,true,593,CRY2,false,0.04285714285714286,170,101,0.18627450980392157,false,0.3076923076923077,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,384
reseek,reseek,disprot,same_term,P10451,GO:0005515,0,314,0,314,Q9I832,0,263,89,120,0.5254,1.0,1.0,1.0,251,180,true,true,125,0,314,Q9I832,0,263,89,120,0.5254,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,314,53.406305732484086,1.0,true,314,SPP1,false,1.0,1,56,0.017543859649122806,false,0.5987261146496815,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,same_term,P46527,GO:0005515,0,198,0,198,P07516,0,202,0,202,0.7412,1.0,1.0,1.0,231,173,true,true,147,0,198,P07516,0,202,0,202,0.7412,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,198,69.23424242424242,0.7171717171717171,true,198,CDKN1B,false,1.0,1,51,0.019230769230769232,false,0.3686868686868687,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,same_term,P06454,GO:0005515,0,111,0,111,Q86FP8,0,80,19,80,0.504,1.0,1.0,1.0,197,150,true,true,141,0,111,Q86FP8,0,80,19,80,0.504,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,111,58.376396396396395,1.0,true,111,PTMA,false,1.0,2,24,0.08,false,0.9459459459459459,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,same_term,P45985,GO:0005515,11,86,3,85,Q05344,500,654,518,554,0.3395,0.891566265060241,0.9024390243902439,0.9866666666666667,196,137,true,true,48,3,85,Q05344,500,654,518,554,0.3395,0.891566265060241,0.9024390243902439,0.9866666666666667,score,,,,Reseek,report,report,protein binding,75,35.12146666666667,0.6933333333333334,true,399,MAP2K4,false,0.0660377358490566,295,98,0.5151515151515151,false,0.8933333333333333,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,487
reseek,reseek,disprot,same_term,P60484,GO:0098772,352,403,352,403,Q9I322,9,81,0,81,0.36,1.0,1.0,1.0,19,17,true,true,3,352,403,Q9I322,9,81,0,81,0.36,1.0,1.0,1.0,score,,,,Reseek,report,report,molecular function regulator,51,35.779607843137256,1.0,true,403,PTEN,false,0.031161473087818695,182,104,0.3904761904761905,false,0.8823529411764706,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,415
reseek,reseek,disprot,same_term,P62328,GO:0005515,0,44,0,44,P62326,0,44,29,39,0.9508,1.0,1.0,1.0,113,88,true,true,86,0,44,P62326,0,44,30,40,0.9508,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,44,80.78545454545454,1.0,true,44,TMSB4X,false,1.0,1,0,1.0,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,601
reseek,reseek,disprot,same_term,Q9BTL3,GO:0005515,1,45,0,48,P21109,0,75,10,44,0.1319,0.9166666666666666,0.9166666666666666,1.0,180,137,true,true,20,0,48,P21109,0,75,10,44,0.1319,0.9166666666666666,0.9166666666666666,1.0,score,,,,Reseek,report,report,protein binding,44,89.2425,0.9090909090909091,true,118,RAMAC,false,0.09859154929577464,495,24,0.8,false,0.7555555555555555,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,528
reseek,reseek,disprot,same_term,P09429,GO:0005515,187,214,180,215,P85800,0,32,11,28,0.3177,0.7714285714285715,0.7714285714285715,1.0,159,113,true,true,2,195,215,Q9SQK3,64,107,39,112,0.2623,0.6785714285714286,0.95,0.7037037037037037,score,,,,Reseek,report,report,protein binding,27,41.894814814814815,1.0,true,215,HMGB1,false,0.0663265306122449,329,52,1.0,false,0.9642857142857143,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,422
reseek,reseek,disprot,same_term,Q9UBB5,GO:0005515,237,356,235,379,P62326,3,44,29,39,0.093,0.8263888888888888,0.8263888888888888,1.0,212,150,true,true,1,235,379,P62326,3,44,13,30,0.093,0.8263888888888888,0.8263888888888888,1.0,score,,,,Reseek,report,report,protein binding,119,77.72722689075631,0.8823529411764706,true,411,MBD2,false,0.11940298507462686,520,108,0.9174311926605505,false,0.3387096774193548,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,440
reseek,reseek,disprot,same_term,Q8N3V7,GO:0005515,544,613,506,649,C9ZXG5,3,113,64,76,0.0075,0.4825174825174825,0.4825174825174825,1.0,172,117,true,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,69,45.245652173913044,1.0,true,929,SYNPO,false,,,,,false,0.6811594202898551,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,274
reseek,reseek,disprot,same_term,P32004,GO:0005515,1143,1257,1145,1257,P12464,90,173,114,170,0.0435,0.9824561403508771,1.0,0.9824561403508771,194,142,true,true,39,1145,1257,P12464,90,173,114,170,0.0435,0.9824561403508771,1.0,0.9824561403508771,score,,,,Reseek,report,report,protein binding,114,33.07464912280702,1.0,true,1257,L1CAM,false,0.02181500872600349,218,45,0.30434782608695654,false,0.6052631578947368,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,392
reseek,reseek,disprot,same_term,P35568,IDPO:0000033,116,159,97,240,Q9XWG3,39,233,97,111,0.0006,0.3006993006993007,0.3006993006993007,1.0,69,62,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,flexible linker,43,41.68953488372093,0.8604651162790697,true,1242,IRS1,false,,,,,false,0.68,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,278
reseek,reseek,disprot,same_term,Q14722,GO:0005515,0,62,0,59,Q7YUB9,0,70,0,86,0.3869,0.9516129032258065,1.0,0.9516129032258065,190,139,true,true,24,0,59,Q7YUB9,0,70,0,86,0.3869,0.9516129032258065,1.0,0.9516129032258065,score,,,,Reseek,report,report,protein binding,62,41.20548387096775,0.8387096774193549,true,419,KCNAB1,false,0.04155124653739612,163,108,0.22018348623853212,false,0.6451612903225806,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,513
reseek,reseek,disprot,same_term,Q9UBB5,GO:0060090,237,356,223,361,P44654,23,132,27,62,0.1218,0.8623188405797102,0.8623188405797102,1.0,53,43,true,true,1,223,361,P44654,23,132,27,62,0.1218,0.8623188405797102,0.8623188405797102,1.0,score,,,,Reseek,report,choose,molecular adaptor activity,119,77.72722689075631,0.8823529411764706,true,411,MBD2,false,0.13138686131386862,398,108,0.8623853211009175,false,0.3387096774193548,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,440
reseek,reseek,disprot,same_term,P06748,GO:0042803,119,188,17,252,P74518,3,154,101,191,0.2157,0.2936170212765957,0.2936170212765957,1.0,1,1,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,choose,protein homodimerization activity,69,51.66550724637681,1.0,true,294,NPM1,false,,,,,false,0.5256410256410257,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,425
reseek,reseek,disprot,any_term,P38936,GO:0005515,0,94,0,95,P63159,0,99,72,99,0.2366,0.9894736842105263,0.9894736842105263,1.0,625,320,true,true,89,0,95,P63159,0,99,72,99,0.2366,0.9894736842105263,0.9894736842105263,1.0,score,,,,Reseek,report,report,protein binding,94,79.63946808510637,0.5106382978723404,true,164,CDKN1A,false,0.2714285714285714,340,33,0.9411764705882353,false,0.8191489361702128,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,570
reseek,reseek,disprot,any_term,P08621,GO:0005515,183,437,186,437,Q61337,35,203,0,204,0.1888,0.9881889763779528,1.0,0.9881889763779528,857,411,true,true,76,186,437,Q61337,35,203,0,204,0.1888,0.9881889763779528,1.0,0.9881889763779528,score,,,,Reseek,report,report,protein binding,254,57.51622047244095,1.0,true,437,SNRNP70,false,0.2887700534759358,352,117,0.7627118644067796,false,0.9133858267716536,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,535
reseek,reseek,disprot,any_term,O15234,GO:0005654,136,283,138,275,Q8GT36,3,92,0,103,0.0249,0.9319727891156463,1.0,0.9319727891156463,682,333,true,true,67,138,275,Q8GT36,3,92,0,103,0.0249,0.9319727891156463,1.0,0.9319727891156463,score,,,,Reseek,report,report,nucleoplasm,147,70.22795918367348,1.0,true,703,CASC3,false,0.1146384479717813,379,97,0.7653061224489796,false,0.673469387755102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,455
reseek,reseek,disprot,any_term,P04156,GO:0140693,22,124,22,126,Q06556,808,1061,847,969,0.0498,0.9807692307692307,0.9807692307692307,1.0,677,346,true,true,69,22,126,Q06556,808,1061,847,969,0.0498,0.9807692307692307,0.9807692307692307,1.0,score,,,,Reseek,report,choose,molecular condensate scaffold activity,102,40.65196078431372,1.0,true,253,PRNP,false,0.26,567,54,0.8181818181818182,false,0.6851851851851852,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,507
reseek,reseek,disprot,any_term,Q01831,GO:0005515,814,940,813,940,P0CY08,67,210,113,121,0.0638,0.9921259842519685,0.9921259842519685,1.0,537,260,true,true,36,813,940,P0CY08,67,210,102,132,0.0638,0.9921259842519685,0.9921259842519685,1.0,score,,,,Reseek,report,report,protein binding,126,70.06142857142856,0.6190476190476191,true,940,XPC,false,0.030712530712530713,3680,74,0.3333333333333333,false,0.42857142857142855,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,300
reseek,reseek,disprot,any_term,P04004,GO:0005515,0,130,0,130,Q70Q12,1,91,61,94,0.2523,1.0,1.0,1.0,685,338,true,true,52,0,130,Q70Q12,1,91,61,94,0.2523,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,130,52.54838461538461,0.5769230769230769,true,478,VTN,false,0.07736389684813753,175,106,0.308411214953271,false,0.5815602836879432,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,476
reseek,reseek,disprot,any_term,P04083,GO:0008289,115,185,114,182,P56210,65,126,76,87,0.2599,0.9436619718309859,0.9852941176470589,0.9571428571428572,260,160,true,true,2,114,182,P56210,65,126,76,87,0.2599,0.9436619718309859,0.9852941176470589,0.9571428571428572,score,,,,Reseek,report,report,lipid binding,70,97.98142857142857,0.0,true,346,ANXA1,false,0.1039426523297491,202,66,0.29850746268656714,false,0.44285714285714284,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,342
reseek,reseek,disprot,any_term,Q13029,GO:0005515,296,341,147,346,A0A0M4HM24,95,209,0,212,0.0008,0.22613065326633167,0.22613065326633167,1.0,209,103,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,45,33.023777777777774,1.0,true,1718,PRDM2,false,,,,,false,0.7692307692307693,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,113
reseek,reseek,disprot,any_term,O15234,GO:0005515,136,283,138,275,Q8GT36,3,92,0,103,0.0249,0.9319727891156463,1.0,0.9319727891156463,682,333,true,true,67,138,275,Q8GT36,3,92,0,103,0.0249,0.9319727891156463,1.0,0.9319727891156463,score,,,,Reseek,report,report,protein binding,147,70.22795918367348,1.0,true,703,CASC3,false,0.1146384479717813,379,97,0.7653061224489796,false,0.673469387755102,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT >= 70,455
reseek,reseek,disprot,any_term,Q13148,GO:0140693,265,414,265,414,P02783,30,112,0,70,0.3207,1.0,1.0,1.0,627,304,true,true,101,265,414,P02783,30,112,0,70,0.3207,1.0,1.0,1.0,score,,,,Reseek,report,choose,molecular condensate scaffold activity,149,43.241140939597315,1.0,true,414,TARDBP,false,0.11278195488721804,109,108,0.43119266055045874,false,0.37583892617449666,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,465
reseek,reseek,disprot,any_term,O75554,GO:0005515,275,376,274,376,P02313,3,90,15,41,0.1655,0.9901960784313726,0.9901960784313726,1.0,540,250,true,true,20,274,376,P02313,3,90,15,41,0.1655,0.9901960784313726,0.9901960784313726,1.0,score,,,,Reseek,report,report,protein binding,101,59.40702970297029,1.0,true,376,WBP4,false,0.07272727272727272,261,88,0.19101123595505617,false,0.8145161290322581,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,348
reseek,reseek,disprot,any_term,Q8IYB3,GO:0051179,350,688,372,702,Q04660,3,570,534,570,0.0149,0.8977272727272727,0.9575757575757575,0.9349112426035503,583,275,true,true,62,372,702,Q04660,3,570,534,570,0.0149,0.8977272727272727,0.9575757575757575,0.9349112426035503,score,,,,Reseek,report,report,localization,338,45.27742603550296,1.0,true,904,SRRM1,false,0.24521739130434783,699,81,0.6829268292682927,false,0.4822485207100592,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,339
reseek,reseek,disprot,any_term,Q9BTT0,GO:0044183,185,232,174,227,P9WPI9,3,73,0,81,0.3973,0.7241379310344828,0.7924528301886793,0.8936170212765957,358,188,true,true,3,176,224,A0A178W0D3,216,242,220,259,0.1276,0.6964285714285714,0.8125,0.8297872340425532,score,,,,Reseek,report,report,protein folding chaperone,47,51.76255319148937,1.0,true,268,ANP32E,false,0.08144796380090498,444,51,0.7692307692307693,false,0.9361702127659575,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,371
reseek,reseek,disprot,any_term,P08621,GO:0005515,229,306,224,310,P31109,3,93,0,93,0.4005,0.8953488372093024,0.8953488372093024,1.0,751,355,true,true,16,224,310,P31109,3,93,0,93,0.4005,0.8953488372093024,0.8953488372093024,1.0,score,,,,Reseek,report,report,protein binding,77,57.88142857142857,1.0,true,437,SNRNP70,false,0.07386363636363637,199,117,0.01694915254237288,false,0.9746835443037974,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,442
reseek,reseek,disprot,any_term,P11387,GO:0008301,0,174,0,176,P14602,0,206,198,204,0.1929,0.9886363636363636,0.9886363636363636,1.0,606,288,true,true,39,0,176,P14602,0,206,198,204,0.1929,0.9886363636363636,0.9886363636363636,1.0,score,,,,Reseek,report,report,"DNA binding, bending",174,36.0332183908046,1.0,true,765,TOP1,false,0.0576271186440678,231,100,0.2079207920792079,false,0.945054945054945,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,359
reseek,reseek,disprot,any_term,P06748,GO:0019843,119,243,119,237,P02313,6,86,15,41,0.1682,0.9516129032258065,1.0,0.9516129032258065,726,367,true,true,45,119,237,P02313,6,86,15,41,0.1682,0.9516129032258065,1.0,0.9516129032258065,score,,,,Reseek,report,report,rRNA binding,124,49.47032258064516,1.0,true,294,NPM1,false,0.2994350282485876,306,52,0.39622641509433965,false,0.9112903225806451,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,525
reseek,reseek,disprot,any_term,P41214,IDPO:0000033,183,259,183,258,Q8GT36,11,86,0,103,0.2581,0.9868421052631579,1.0,0.9868421052631579,632,333,true,true,22,183,258,Q8GT36,11,86,0,103,0.2581,0.9868421052631579,1.0,0.9868421052631579,score,,,,Reseek,report,report,flexible linker,76,35.3721052631579,1.0,true,584,EIF2D,false,0.06274509803921569,270,98,0.5959595959595959,false,0.7625,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,508
reseek,reseek,disprot,any_term,Q92793,GO:0005515,998,1050,964,1193,P08008,3,219,22,78,0.0065,0.22707423580786026,0.22707423580786026,1.0,354,171,false,false,0,,,,,,,,,,,,score,,,,Reseek,report,report,protein binding,52,31.66403846153846,1.0,true,2442,CREBBP,false,,,,,false,0.5084745762711864,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,spills,pLDDT < 70,179
reseek,reseek,disprot,any_term,Q13625,GO:0005515,709,904,713,912,O08583,7,238,76,182,0.0193,0.9408866995073891,0.9597989949748744,0.9794871794871794,525,251,true,true,10,713,912,O08583,7,238,76,182,0.0193,0.9408866995073891,0.9597989949748744,0.9794871794871794,score,,,,Reseek,report,report,protein binding,195,41.278564102564104,1.0,true,1128,TP53BP2,false,0.08064516129032258,361,52,0.7169811320754716,false,0.3641025641025641,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,291
reseek,reseek,disprot,any_term,P17096,GO:0003713,49,91,45,92,Q9XWG3,19,133,97,111,0.2322,0.8936170212765957,0.8936170212765957,1.0,535,260,true,true,9,45,92,Q9XWG3,19,133,97,111,0.2322,0.8936170212765957,0.8936170212765957,1.0,score,,,,Reseek,report,choose,transcription coactivator activity,42,68.88285714285715,1.0,true,107,HMGA1,false,0.22950819672131148,118,24,0.44,false,0.5714285714285714,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,521
reseek,reseek,disprot,any_term,P38936,GO:0004861,0,164,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,633,325,true,true,285,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,score,,,,Reseek,report,report,cyclin-dependent protein serine/threonine kinase inhibitor activity,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,1,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,P21815,GO:0005515,0,317,0,317,Q91V27,0,589,146,403,0.3016,1.0,1.0,1.0,738,358,true,true,242,0,317,Q91V27,0,589,146,403,0.3016,1.0,1.0,1.0,score,,,,Reseek,report,report,protein binding,317,49.88529968454259,0.9968454258675079,true,317,IBSP,false,1.0,18,58,0.05084745762711865,false,0.6088328075709779,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,Q9NQB0,GO:0008013,0,53,0,51,P9WHN5,0,42,20,61,0.0286,0.9622641509433962,1.0,0.9622641509433962,510,230,true,true,8,0,51,P9WHN5,0,42,20,51,0.0286,0.9622641509433962,1.0,0.9622641509433962,score,,,,Reseek,report,choose,beta-catenin binding,53,54.14679245283019,1.0,true,619,TCF7L2,false,0.022847100175746926,483,96,0.7525773195876289,false,0.7547169811320755,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,280
reseek,reseek,disprot,any_term,P38936,GO:0140677,0,164,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,633,325,true,true,285,0,164,P01099,0,166,0,166,0.5886,1.0,1.0,1.0,score,,,,Reseek,report,choose,molecular function activator activity,164,69.00341463414634,0.7195121951219512,true,164,CDKN1A,false,1.0,1,33,0.029411764705882353,false,0.4695121951219512,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,601
reseek,reseek,disprot,any_term,O14958,GO:0140314,370,399,367,399,Q86FP8,47,80,19,80,0.3632,0.90625,0.90625,1.0,301,168,true,true,10,367,399,Q86FP8,47,80,19,80,0.3632,0.90625,0.90625,1.0,score,,,,Reseek,report,choose,calcium ion sequestering activity,29,53.923793103448276,1.0,true,399,CASQ2,false,0.010869565217391304,98,98,0.31313131313131315,false,1.0,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,"inside, lower IoU",pLDDT < 70,357
reseek,reseek,disprot,any_term,Q13148,GO:1990000,262,414,262,414,P12950,14,160,0,168,0.3495,1.0,1.0,1.0,636,310,true,true,101,262,414,P12950,14,160,0,168,0.3495,1.0,1.0,1.0,score,,,,Reseek,report,report,amyloid fibril formation,152,43.31473684210526,1.0,true,414,TARDBP,false,0.11787072243346007,83,108,0.09174311926605505,false,0.3684210526315789,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,472
reseek,reseek,disprot,any_term,Q14722,GO:0140678,0,62,0,59,Q7YUB9,0,70,0,86,0.3869,0.9516129032258065,1.0,0.9516129032258065,584,313,true,true,47,0,59,Q7YUB9,0,70,0,86,0.3869,0.9516129032258065,1.0,0.9516129032258065,score,,,,Reseek,report,choose,molecular function inhibitor activity,62,41.20548387096775,0.8387096774193549,true,419,KCNAB1,false,0.04155124653739612,163,108,0.22018348623853212,false,0.6451612903225806,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,513
reseek,reseek,disprot,any_term,Q53GG5,GO:0005515,106,273,105,275,Q9M4V2,13,144,0,80,0.3779,0.9823529411764705,0.9823529411764705,1.0,800,397,true,true,126,105,275,Q9M4V2,13,144,0,80,0.3779,0.9823529411764705,0.9823529411764705,1.0,score,,,,Reseek,report,report,protein binding,167,52.35461077844311,1.0,true,364,PDLIM3,false,0.3384615384615385,86,78,0.20253164556962025,false,0.30538922155688625,kmerseek.hp_pbotc_1st_ed2_k19_lcFalse,equal or higher IoU,pLDDT < 70,558
